timestamp,space_factor,x,y,z,euler_x,euler_y,euler_z
163872,0.05392,181.7346386861741,336.4627448347678,1503.7688805220896,-95.57552291018922,-19.830261715341862,123.7101806900442
163925,0.05392,181.65484998840375,337.0063007739011,1502.9315564807002,-95.52016028969412,-19.917637195791254,123.80111165552084
163973,0.05392,181.62653942425263,336.9332985086496,1502.1392780953602,-95.3381167751254,-19.8096863909173,123.79782145691222
164023,0.05392,181.55416413427625,337.40145369329696,1501.4137981121312,-95.45628687695148,-19.9461194874189,123.85037953866106
164067,0.05392,181.49729183170032,337.70746576230687,1500.5702689174957,-95.45398029188706,-19.993317069663437,123.96807435388722
164114,0.05392,181.5705259135478,337.87729168149144,1499.8438078885688,-95.41742501598291,-20.0571634466945,124.04217182939595
164161,0.05392,181.71233254081343,337.7984520486258,1499.2304907533994,-95.34664183327088,-20.2521266858236,124.11327373946996
164210,0.05392,181.878213313735,337.75171140843,1498.6269622892432,-95.39139609737796,-20.321943671181707,124.1741108418164
164262,0.05392,182.02184150795333,337.71211194042826,1497.842546250375,-95.36055492983785,-20.401196668755563,124.1706491785798
164312,0.05392,182.1911811961449,337.6546926204516,1497.0397728990984,-95.38777513219269,-20.42353187862848,124.14371228990905
164363,0.05392,182.2531348463181,337.8470714585096,1496.0003782100189,-95.35577315122256,-20.362353367200463,124.11223524640158
164412,0.05392,182.21694806357823,338.1870715263862,1495.010035417827,-95.28454424603828,-20.28016470656303,124.06762050081264
164463,0.05392,182.1258538449225,338.4036563047162,1494.014588233009,-95.35140825518054,-20.25270755971821,124.0841172282284
165098,0.05392,181.9205580305179,340.6145308032062,1483.9794802540118,-96.38241760442098,-20.38684943345711,124.2035726011672
165147,0.05392,181.91202385164968,340.57620171286044,1483.2067531269815,-96.42401611148868,-20.354363105733498,124.20155326712953
165193,0.05392,181.93109040207705,340.6905444033324,1482.7061994005276,-96.33095416316108,-20.3185590005295,124.22810787747372
165239,0.05392,181.80685494621636,340.76219959856235,1482.0604928410455,-96.3868133339774,-20.3697110678992,124.27062024645626
165286,0.05392,181.9222210737636,340.78874101197016,1481.704895417136,-96.50687892715152,-20.371319078328,124.24987647137762
165336,0.05392,181.8370555613572,340.81808887780574,1481.1614558164329,-96.43658189763984,-20.28208866734817,124.18745855233304
165384,0.05392,181.7902081010185,340.7263435270944,1480.7595572789874,-96.46635588328256,-20.223069130699795,124.20038100528036
165433,0.05392,181.66348118605447,340.818504604013,1480.5544883910438,-96.55634913211294,-20.219136679420444,124.23543882924145
165479,0.05392,181.55678073810637,340.96321225476845,1480.4176997213672,-96.5787154647744,-20.175974859613145,124.30363098758008
165524,0.05392,181.49414515392365,341.1092091553561,1480.288383641037,-96.61370186580228,-20.1633109167349,124.35739296114484
165574,0.05392,181.3821501174084,341.06889680934444,1480.0036135778284,-96.61688321399886,-20.072762307099467,124.41065795394825
165621,0.05392,181.3669037389842,341.3501013686148,1479.8072770461604,-96.60565016905254,-20.096012815302004,124.46360867350477
165669,0.05392,181.3132265715151,341.30592412552534,1479.5191294051133,-96.61390697120572,-20.12762576161464,124.520657174834
165716,0.05392,181.22248985850985,341.2763882236884,1478.6897407100146,-96.77546941978412,-20.163865828335936,124.54781195119836
165766,0.05392,181.10268157730476,341.58624167691505,1477.6616557515986,-96.63982376179298,-20.115622815202894,124.48667466558469
165815,0.05392,180.8758017108974,342.2504540734032,1476.9232270828393,-96.69263179463742,-20.17340344897908,124.66395051384735
165866,0.05392,180.56727859736665,342.83413690668783,1476.389185058337,-96.77848791199466,-20.19286793390445,124.97953035094686
165914,0.05392,180.1847290652529,343.42443899074897,1476.0037203812292,-96.88500015229666,-20.308465589320736,125.199807160449
165961,0.05392,180.08520671916796,343.3550082200898,1475.8207022453812,-96.90250950366855,-20.322145698334477,125.38309181244516
166018,0.05392,179.96884439191604,343.3591231461496,1475.6257150474912,-96.93411610761132,-20.36361670432264,125.43549303814456
166064,0.05392,179.87414042871208,343.4147416201856,1475.348334308031,-97.22031279188776,-20.50672457890475,125.48249410618736
166113,0.05392,180.015917555106,343.33199093832536,1474.9653167300776,-97.35021877663792,-20.47440167929415,125.49674699371876
166167,0.05392,180.04268829972006,343.33792940366243,1474.159083708987,-97.52377560624144,-20.43409771293677,125.51204117016556
166212,0.05392,180.05643420308695,343.46832511090565,1473.5152946598128,-97.5699889558251,-20.380613478467563,125.52784712763648
166260,0.05392,180.07789877351803,343.5614582304882,1472.8604182366962,-97.6145134142712,-20.27402487927575,125.49078678490712
166305,0.05392,180.09305825802238,343.56604941549523,1472.2403319552377,-97.55585764056907,-20.095553102848047,125.4365938970407
166355,0.05392,180.1350016689092,343.5220789266971,1471.6973395346467,-97.51999114411772,-19.988940300442167,125.40508738907958
166404,0.05392,180.20520573762835,343.49676677315153,1471.316663703656,-97.419417537894,-19.959238653652537,125.35203292501996
166450,0.05392,180.28404539103389,343.32332731121767,1471.036982120503,-97.49051638552662,-20.010282311248734,125.33403431153886
166555,0.05392,180.27160846773324,343.339832570241,1469.8150313434471,-97.36835416987722,-19.97515174067881,125.39113257074712
166600,0.05392,180.1641022736125,343.4639990356113,1469.150965477466,-97.33281040695243,-19.998372704044066,125.38467620586724
166650,0.05392,180.00071126626955,343.98862651731315,1468.540262603311,-97.1202147682485,-20.184194730864377,125.52211999329404
166695,0.05392,179.78245996872909,344.2978923268696,1467.810303594652,-97.07376358841525,-20.25718514890208,125.59308945800888
166743,0.05392,179.8392798093655,344.3237826136024,1467.34689232041,-97.01102811746075,-20.215965878410938,125.51870447042438
166789,0.05392,179.82862720493685,344.4258677517487,1467.0237359764765,-96.92865514340389,-20.38941275288383,125.48706356776182
166839,0.05392,179.68741332945473,344.5742732170785,1466.5443963056166,-96.95207032856904,-20.59484610093372,125.50270566630944
168806,0.05392,179.9827020441067,346.97708634580954,1448.5113863821507,-96.65915420324052,-22.14155053362501,125.54853263955344
168856,0.05392,179.89657957729094,346.8536960181964,1447.927842516794,-96.64514826120596,-22.07806937695221,125.49729901159702
168901,0.05392,180.00379963465468,346.77872829898934,1447.7914715003276,-96.54523686751622,-22.08687601791061,125.46042194605069
168952,0.05392,180.07152604138005,346.6511692034542,1447.7397254204711,-96.49253941965353,-22.08994251072728,125.50240391600568
169000,0.05392,180.2879278145881,346.24442498652024,1447.7485645820168,-96.43593198191152,-22.147780366753807,125.42995312895754
169047,0.05392,180.34208669956087,346.2607729861595,1447.4371341643223,-96.63635661534688,-22.211172816631468,125.4546547437453
169092,0.05392,180.49418672806144,346.10357803964206,1447.1282684162609,-96.5258286525951,-22.196791469573817,125.45499115734523
169140,0.05392,180.68536045788036,345.7026467325135,1446.834609505048,-96.54321871841351,-22.208537503843523,125.39995457596572
169193,0.05392,181.0849780848393,344.9588809567948,1446.784003548609,-96.54019773677425,-22.257953860326552,125.32900523890724
169238,0.05392,181.57834219086809,343.88514892844955,1447.0750906179364,-96.61076019730784,-22.269679230047277,125.2788327854162
169283,0.05392,181.94076102523707,343.0611482873834,1447.1120726324234,-96.72975474702108,-22.36149329120433,125.23576037350416
169333,0.05392,182.22631090999187,342.56721044703727,1447.1147303158227,-96.79197504352484,-22.389285756723652,125.2634194493224
169384,0.05392,182.23993805255364,342.6716846649076,1447.1303514471297,-96.84429158254888,-22.452572368229937,125.2749937158666
169431,0.05392,182.1813209316643,342.6018932682621,1447.1140990831366,-96.75628981775108,-22.39017661331748,125.32764994719992
169475,0.05392,182.04000287976385,342.9683906503866,1446.9654285020542,-96.70700374937552,-22.3566782679264,125.2827910273466
169525,0.05392,181.7086785307663,343.7213631761739,1446.8575794338503,-96.57525680162392,-22.277637281967834,125.24129686950737
169571,0.05392,181.1621677074932,344.5535313619737,1447.0211954325623,-96.58547167546013,-22.26626709227644,125.25777495459243
169625,0.05392,180.31996605837625,345.8420208447746,1447.4122721320398,-96.47691151048198,-22.177494762727136,125.2695628133667
169674,0.05392,179.479042302807,347.40532570175105,1447.876024414134,-96.60828783336524,-22.2240141030217,125.4607978787698
169724,0.05392,178.9686664033601,348.1274455994938,1447.9471768197518,-96.70378005800774,-22.199170304029025,125.47297381435791
169772,0.05392,178.70096666438712,348.5676807918295,1447.6087553658494,-96.46158812773052,-22.08294084910782,125.25478534263414
169819,0.05392,178.48824728547473,349.15870714513403,1447.5750512858249,-96.50053046683354,-22.095880596644207,125.1668204445125
169866,0.05392,178.2847301520987,349.2671782299996,1447.7091284484857,-96.51094834556812,-22.14361193073405,125.1730301586336
169918,0.05392,178.0608803573711,349.765403214906,1447.4314119160715,-96.63868166298266,-22.156290214570443,125.11452798544649
169966,0.05392,177.88884557561516,349.7682453697423,1446.8490331221196,-96.54384091741252,-22.094610561041943,125.03044151531692
170014,0.05392,177.78551844399595,350.2711473486062,1446.6895664824774,-96.51271067434442,-22.10107635619796,124.99665483257652
170065,0.05392,177.27352469331242,351.0456905912363,1446.613764353644,-96.5273030800901,-22.16101524147111,125.0227056202186
170113,0.05392,176.9598825245188,351.7812856047465,1446.6256140061398,-96.6924252966632,-22.162399467863416,125.06096997257008
170163,0.05392,176.65691810132674,352.48646481310755,1446.275681920596,-96.5748793296312,-22.102331007540165,125.02200953336502
170209,0.05392,176.48906058539768,352.97036002667784,1445.9036034603712,-96.6070505161544,-22.07694121656283,125.02584800951884
170255,0.05392,176.34522418732186,353.17230183690555,1445.2047875042508,-96.73651964881488,-22.024833958436265,124.9903740869212
172650,0.05392,174.63331471523998,361.702307408022,1419.511890048443,-97.68868793939596,-21.366038210181603,125.12643577990572
172803,0.05392,174.6081468736483,361.9991157138977,1417.7878019064729,-97.82668162000375,-21.314730323654807,125.1504891864812
172852,0.05392,174.5714100712967,362.0259596699198,1417.2414394688526,-97.86370305716264,-21.312389271830828,125.19798803003049
172902,0.05392,174.59035355269572,362.2005179401873,1416.6522674585813,-98.0117696979756,-21.27490018518548,125.22709625721164
172954,0.05392,174.66325743949335,362.2115478080677,1416.0073309332265,-97.98670811809896,-21.30415687746236,125.23138261512388
173003,0.05392,174.61608554355183,362.3008119255856,1415.4342439054371,-98.0379996309703,-21.322055135303664,125.26251442817116
173050,0.05392,174.67813896068577,362.6194646166422,1415.0419360109208,-98.16060064644644,-21.4440610698918,125.3655800513791
173100,0.05392,174.4659479061737,362.5380833552806,1414.3053152560988,-98.08849139879617,-21.410427991176583,125.39838461461564
173148,0.05392,174.5833555898974,362.210566671812,1413.9288737811437,-98.24504982383976,-21.470201970158172,125.43162443535168
173200,0.05392,174.51598942633683,362.36518278888855,1413.3756055773858,-98.33693070688815,-21.492463159856666,125.46465341405452
173246,0.05392,174.40782473919023,362.5694318711282,1413.0342593184284,-98.3465944471527,-21.48251593223725,125.4590278838925
173299,0.05392,174.22951469294563,362.8112750551615,1412.635827336867,-98.28573767557384,-21.492111132934884,125.50378311961732
173350,0.05392,174.25859014319158,362.9613111218982,1412.0931179392996,-98.35815950416792,-21.320379599979283,125.51067184303707
173397,0.05392,174.2366780361983,363.02111624533575,1411.398272604843,-98.28995125646976,-21.2254860952676,125.39305763066072
173443,0.05392,174.43228751966518,362.7785360397282,1410.9148007955023,-98.2318405101593,-21.152177732109138,125.2446596317958
173490,0.05392,174.53668236097295,362.5397251358087,1410.360625828635,-98.19199400012032,-21.037528694745426,125.20008588577844
173536,0.05392,174.5052261588936,362.5404730096198,1409.8208172363998,-98.09470755074284,-20.905516736475438,125.19968255220738
173593,0.05392,174.3624099232187,362.8720713331462,1409.2649931234505,-97.8284625852582,-20.80604442043932,125.21385640141
173691,0.05392,173.84814835783968,364.0039606607524,1407.9345141808844,-97.84955260110124,-20.970102323588375,125.58456772176838
173836,0.05392,174.05069752184644,364.0571671613894,1405.488466031571,-97.42108318826374,-20.99521311117786,125.55658537309549
173886,0.05392,174.20031239411912,363.8935030330988,1405.027598815926,-97.32996279247185,-21.20072405228167,125.54208271220234
173937,0.05392,174.26993565255168,363.9078727059493,1404.5918978364489,-97.34472333651036,-21.342152364754387,125.5547051645366
174081,0.05392,173.92567247607525,364.8367493455805,1402.8288624908246,-97.0975563327206,-21.6179307843853,125.7939058453752
174130,0.05392,173.75729442587618,365.1320659377475,1402.0655531859095,-96.9949607380443,-21.747550366142384,125.82447410574966
174179,0.05392,173.6214881598882,365.2152408514381,1401.4715508932245,-96.94421872047872,-21.886219671627835,125.87469230972312
174231,0.05392,173.57691464056893,365.59455329224767,1400.9805846695494,-97.04378249984153,-22.229067368727154,125.96507989216596
174277,0.05392,173.5000332106453,365.8156317354694,1400.6025324282125,-97.14168353023354,-22.603682386932334,126.12436803641964
174501,0.05392,173.37955787001897,366.12454656373984,1399.3732931196328,-97.78976129870084,-23.36354771195559,126.59533188225184
174553,0.05392,173.52571073766083,366.19509181985046,1399.0521312911733,-97.75136420139744,-23.233943633386257,126.5225391775995
174599,0.05392,173.41338668771522,366.1332969216379,1398.6374442144863,-97.77427544928555,-23.22088485308847,126.53564992612831
174649,0.05392,173.31797017524852,366.442538993556,1398.2654746971025,-97.7116234941096,-23.171973989568045,126.61289441062743
174702,0.05392,173.34789643593558,366.2046253330296,1397.7411413740083,-97.64222419595242,-23.087387277578863,126.6246632780176
174750,0.05392,173.2694373800129,366.4167286214503,1397.0543442302933,-97.5928250896205,-23.00727536422833,126.60338211981144
174796,0.05392,173.4295319966671,366.62952109398657,1396.6030069033968,-97.4538768852753,-22.99258221747585,126.60863979287244
174846,0.05392,173.2726801298893,366.72359164979787,1395.9314313249802,-97.43283686368112,-23.01581368996984,126.65468829290872
174894,0.05392,173.20240078225385,366.7877964088924,1395.4108887713298,-97.45809067851005,-22.98329572202089,126.66419504092592
174939,0.05392,173.37400886872456,366.67532982384216,1394.9464511587296,-97.34947059176882,-22.77747795285574,126.59485256067651
174985,0.05392,173.4594540012127,366.9151398543973,1394.3570993449007,-97.3144168817525,-22.71500981050356,126.58866236922904
175037,0.05392,173.54281264090878,366.8919240057338,1393.6817477022985,-97.22773936728584,-22.73936181428089,126.66176698747468
175082,0.05392,173.70464633817124,366.542398896743,1393.1749577096352,-97.31322776398844,-22.660909343668507,126.6676356156706
175129,0.05392,173.90861299050786,366.1074581297829,1392.653718176316,-97.2343684823968,-22.632646996262988,126.63039601128057
175173,0.05392,174.27282985531116,365.62124242676646,1392.5641922747996,-97.23867303262074,-22.682704326430347,126.58153506002613
175221,0.05392,174.7421128586576,364.81250733984575,1392.5896645642738,-97.32036024186904,-22.707461376233333,126.51662680601898
175267,0.05392,175.14244611070447,363.9579318782021,1392.6674426358,-97.36343270646653,-22.715474349955937,126.44240332001692
175312,0.05392,175.2331094742402,363.5726981392496,1392.7176429996225,-97.33599590025358,-22.804623018654564,126.36368039721631
175371,0.05392,175.2345575087091,363.60222542223175,1392.969308591072,-97.38969408025449,-22.86553396027582,126.32435617236897
175423,0.05392,174.8342351270944,363.9703132228328,1392.857500758858,-97.33820029661862,-22.86545798136234,126.33975175002
175470,0.05392,174.21303095869615,365.0714671356418,1392.768913964896,-97.16552915656942,-22.867535456199843,126.34287783438768
175522,0.05392,173.6041523513005,366.1104417307589,1392.7394799446283,-97.1408530713828,-22.929866799685172,126.51055092805215
175571,0.05392,172.9734989408909,366.89249763031074,1392.4609674844155,-96.97275670249437,-22.900067533344505,126.58446372417376
175620,0.05392,172.6449487319136,367.4568760557578,1392.3364920491572,-96.9160342443334,-22.778056338949337,126.55353812011776
175669,0.05392,172.39845913855692,367.6330756215341,1392.3443088305849,-96.80780001828366,-22.789838126261607,126.55520228798646
175723,0.05392,172.08193308312417,367.9895476501755,1392.563267854246,-96.8538570988775,-22.81758958391817,126.55278296034508
175769,0.05392,171.74687875378544,368.3437780287919,1392.6604463021845,-96.8031393132036,-22.83906821009414,126.6029779187256
175817,0.05392,171.33100467661757,369.0527761037704,1392.5227485510543,-96.85122540452392,-22.92419771353906,126.67017984113517
175870,0.05392,171.1219030162947,369.602378266926,1391.925737212464,-96.8936803424172,-22.905427450606872,126.67877603733751
175917,0.05392,171.03902808102265,369.61675953831775,1391.0808383647598,-96.86748904503924,-22.79942544467408,126.65179675540014
175969,0.05392,170.94937950844593,370.0938103046756,1390.1851826570282,-96.8474989561362,-22.77748950824917,126.59651281671556
176017,0.05392,170.98852763999645,370.1862210857654,1389.6973340086447,-96.87603018980116,-22.792724756855545,126.57194643193344
176069,0.05392,170.81799558139988,370.60435663850257,1389.2387034386802,-97.01818254928402,-22.750066249148556,126.56572015698308
176116,0.05392,170.72239427184326,370.7769756752705,1388.7964206722354,-96.98237677675588,-22.71081699777053,126.5631764371422
176166,0.05392,170.52014254567658,371.182882322676,1388.315607021158,-96.97263100784107,-22.71971420195468,126.6167261451111
176216,0.05392,170.48430768892126,371.1055681642599,1387.8446697182276,-97.00065578829944,-22.662257292217397,126.59801207040933
176266,0.05392,170.31057279226664,371.3896458774841,1387.4210451198471,-97.01733000207632,-22.65081307014639,126.61704488668144
176361,0.05392,170.24783393057118,371.9134461684481,1386.22729187576,-97.15004939877312,-22.663585628166118,126.69457505487084
176407,0.05392,170.09828393387113,372.2129654658892,1385.4134302664293,-97.23531099203936,-22.728146091705383,126.76958005846222
176456,0.05392,170.12043993599104,372.6833170829909,1384.586196613824,-97.36987374016203,-22.772252211913763,126.82827461899228
176507,0.05392,169.99656761942344,372.41877380441576,1383.699381270012,-97.29321784852024,-22.73025666206912,126.86844227605488
176557,0.05392,169.9371755869792,372.5344491013258,1382.9857050423063,-97.43944477047826,-22.81834725343425,126.91620766564571
176603,0.05392,169.8289632463597,372.7099753660361,1382.18443867394,-97.46099473296962,-22.78846008441296,126.9778834635411
176652,0.05392,169.725518093551,373.0215219010447,1381.4043551292723,-97.63016712957572,-22.846834803694342,127.05696754234998
176699,0.05392,169.56088603593412,373.1710292938444,1380.5013537868203,-97.5662744073659,-22.75053509210433,127.1624774629355
176749,0.05392,169.44101728978234,373.3739806869805,1379.545300325717,-97.67627151108468,-22.779816529272992,127.1419114813678
176795,0.05392,169.2101890480995,373.6356112293315,1378.7848595793548,-97.58032598459096,-22.76717063008045,127.18503476809116
176849,0.05392,168.99224714552915,373.8007654633791,1377.849735191289,-97.5380662767814,-22.77993910695774,127.17189140956314
176906,0.05392,168.86061384450218,374.033471063296,1376.9908315824669,-97.5382579187238,-22.833524956572774,127.15000102052706
176956,0.05392,168.7445104632199,373.997145626636,1376.1594168115944,-97.49631547315082,-22.77372264097967,127.12534439249454
177004,0.05392,168.67832997103153,374.2506804908909,1375.4163574812228,-97.47748293955344,-22.775710565829208,127.1090082411764
177057,0.05392,168.6420756040418,374.3558115444925,1374.5829854759236,-97.34020119566752,-22.735043967576228,127.0525987581828
177106,0.05392,168.49169092040202,374.4844302569384,1373.7680014810846,-97.33751268297632,-22.73389530968096,127.0448199997746
177155,0.05392,168.296704609809,375.04330019889824,1373.0596331487332,-97.32160373024496,-22.816313610236374,127.1192044963512
177207,0.05392,167.9376444585587,375.22016805295175,1372.29936521421,-97.2522616870694,-22.822639155134496,127.15376547400209
177258,0.05392,167.80345996959102,375.4424828733493,1371.675688716985,-97.29047735959983,-22.791827025612783,127.20974681420851
177305,0.05392,167.61020003970503,375.62450416391096,1371.01895648423,-97.2877375288502,-22.821832885311597,127.22943061730705
177356,0.05392,167.5109409546779,375.70862171256726,1370.310246981614,-97.38077383579484,-22.8272171814887,127.25070350428618
177407,0.05392,167.4493521688675,375.94628580117353,1369.7167481231036,-97.45893877278036,-22.840732947852885,127.23632867096975
177458,0.05392,167.41988631086826,375.8082232228471,1369.1223636431246,-97.40279184624352,-22.829728715426427,127.25165367375574
177506,0.05392,167.33299890650153,376.1416858363148,1368.5192999520043,-97.45113903974244,-22.880808655805694,127.29669472950256
177556,0.05392,167.28555844649884,376.0961342004984,1367.8872347748552,-97.3888123981792,-22.86082687966848,127.31949169057404
177605,0.05392,167.12133176673575,376.238658999693,1367.1191910506743,-97.47439278778432,-22.97646937897777,127.34670174212712
177658,0.05392,166.95667348814712,376.78998174422304,1366.49292904987,-97.45587232247756,-23.08545695824672,127.46697137670692
177712,0.05392,166.81496333690652,376.8790365339371,1365.7201176767237,-97.4675652893651,-23.08976889335126,127.46267857225403
177757,0.05392,166.85052916718809,376.9321531269529,1365.296104870501,-97.4445092987431,-23.09430149872268,127.47217569463638
177806,0.05392,166.84329222278006,376.923007461256,1364.8187896429909,-97.50384375185136,-23.25875933037711,127.51289700750432
177851,0.05392,166.93069146518076,376.86329941073234,1364.3759846621033,-97.4331545413261,-23.26621181692284,127.53404417774502
177912,0.05392,166.92503351218568,376.6687530234826,1363.449078641558,-97.43463137134682,-23.278406832211697,127.4793734512572
177955,0.05392,166.84241990247517,377.2834678763469,1362.8505997955083,-97.48501958960162,-23.388099584642777,127.5416480928526
178008,0.05392,167.04189300565554,376.8133888267957,1362.164754189521,-97.29716074092906,-23.262903990979844,127.55678779253722
178060,0.05392,167.17540526034304,376.8039562911284,1361.7540900056488,-97.22286713831711,-23.25965957957729,127.57706754504224
178108,0.05392,167.46251762907747,376.5334424400269,1361.9030888768727,-97.29732452489776,-23.34349621426026,127.59101920993912
178156,0.05392,167.45875392044863,376.0902125561109,1361.9749001832756,-97.40247194548584,-23.53760592740309,127.6096007695546
178203,0.05392,167.6476060270282,375.9990225586413,1361.7810211157966,-97.48927250193036,-23.569507086791862,127.62438188364985
178451,0.05392,166.39082431809032,378.0975870017013,1357.502472681659,-96.92839596398548,-23.804163008304755,128.29842644979067
178496,0.05392,166.1520498781078,378.2784097773688,1357.096812283357,-96.95035173205616,-23.878318620808045,128.4954447137746
178547,0.05392,165.99402903479051,378.773255470476,1356.368457363811,-96.91787751818109,-23.86513245529428,128.5525153344006
178594,0.05392,165.85645318145208,378.8381210815135,1355.386790371736,-96.76880272682412,-23.74349486201072,128.50074236619758
178643,0.05392,165.5209657727776,379.1416427893492,1354.311773275963,-96.67124944287788,-23.68795514213405,128.56612880600903
178691,0.05392,165.22738082637892,379.7200108414337,1353.2464139343049,-96.61210600216744,-23.50220877654876,128.64742307485815
178793,0.05392,164.6983827128099,380.8087165776562,1350.9181813085663,-96.24296194816384,-23.25340571119191,128.78424524946786
178839,0.05392,164.53345544405948,381.1841038569995,1350.0234145630202,-96.22069494304183,-23.21098323925832,128.8274996662855
179037,0.05392,163.87995432876727,381.8395645626073,1347.2128476607068,-95.8146390502557,-23.03138513728104,128.9123787258671
179084,0.05392,163.69072489306006,382.1965004105225,1346.5393699011686,-95.8085227044758,-23.007983078912496,128.90015920296904
179130,0.05392,163.59461962792622,382.4012826141377,1346.0242967702416,-95.74921863532416,-22.95531530939338,128.90029626339424
179179,0.05392,163.32120076345774,382.74193797391706,1345.2961131178254,-95.78908118440984,-22.93049137917032,128.9573170538343
179228,0.05392,163.1707953388221,382.62860678980735,1344.4646264847956,-95.68323137577126,-22.80940083165921,128.9381936550394
179278,0.05392,163.1063172664301,383.1890329175005,1343.8782962356322,-95.72689099735312,-22.775633344772366,128.92401822984704
179327,0.05392,162.96860936427083,383.1002293002723,1343.181940492112,-95.70266907645488,-22.645109599075557,128.92223313484857
179378,0.05392,162.83388567916916,383.35669440582586,1342.5771388313497,-95.69783569783264,-22.58975417877992,128.92598121895932
179427,0.05392,162.68045500198065,383.4964503469735,1341.9289425456495,-95.69765522152105,-22.530581406980662,128.92090891823682
179474,0.05392,162.53335962689988,383.8821941572824,1341.240093613831,-95.69284412814471,-22.47299951344534,128.91390557689442
179523,0.05392,162.21866704487385,383.990379360755,1340.356239289511,-95.53843487433544,-22.341559317613104,128.95142019924344
179573,0.05392,161.6893818018517,384.5893497396195,1339.4266953170445,-95.54993658370506,-22.297711835408712,129.01220110963462
179621,0.05392,161.4637573409916,385.5115622504204,1338.734312408788,-95.50552335063914,-22.268101313624847,129.08654516195497
179672,0.05392,160.94054043894485,386.2029459139891,1337.6925359268982,-95.46346927221865,-22.25743284652525,129.15939651623864
179723,0.05392,160.59709685647744,386.9582685287327,1336.7783655025903,-95.34659631920309,-22.20459537430144,129.21053497600042
179776,0.05392,160.45335977825732,386.8424554200295,1335.8422465014503,-95.24271645970356,-22.099912496679757,129.2339352067541
